strategy,a,n,profit,gas_used,detected,detection_risk,alpha,delta,gas_price,victim_balance,logfile,uuid
greedy,100000000000000000000,1,99999700000000000000,30000,False,12,129999999999999984,155263157894736832,10000000000,100000000000000000000,greedy_fdfe268d-b5fc-459a-b184-ed276b2af57e.json,fdfe268d-b5fc-459a-b184-ed276b2af57e
optimized,100000000000000000000,1,99994000000000000000,30000,False,13,139999999999999984,50000000000000000,200000000000,100000000000000000000,optimized_7acf3120-2c7e-4ed5-a607-262c31f024bf.json,7acf3120-2c7e-4ed5-a607-262c31f024bf
greedy,200000000000000000000,1,199994000000000000000,30000,False,3,39999999999999992,102631578947368416,200000000000,200000000000000000000,greedy_745c584b-d663-46a7-8d78-b4dc62250ec5.json,745c584b-d663-46a7-8d78-b4dc62250ec5
greedy,200000000000000000000,1,199994000000000000000,30000,False,5,59999999999999992,115789473684210528,200000000000,200000000000000000000,greedy_97d3d1d8-72f6-47f8-bdd7-5147c69ca940.json,97d3d1d8-72f6-47f8-bdd7-5147c69ca940
greedy,200000000000000000000,1,199999400000000000000,30000,False,13,139999999999999984,89473684210526320,20000000000,200000000000000000000,greedy_0a1c70a8-6d7c-4e74-8fdb-95c85a20c432.json,0a1c70a8-6d7c-4e74-8fdb-95c85a20c432
optimized,10000000000000000000,1,9998500000000000000,30000,False,3,39999999999999992,181578947368421056,50000000000,10000000000000000000,optimized_ac79f27e-230c-46c9-b438-369c279120b3.json,ac79f27e-230c-46c9-b438-369c279120b3
optimized,50000000000000000000,1,49999700000000000000,30000,False,6,69999999999999992,194736842105263168,10000000000,50000000000000000000,optimized_22f366f6-d299-431b-a775-a38b26a4f93a.json,22f366f6-d299-431b-a775-a38b26a4f93a
uniform,2000000000000000000,5,9992500000000000000,150000,False,52,139999999999999984,286842105263157888,50000000000,10000000000000000000,uniform_51335068-3c9a-477d-92e4-3cd8472d9a08.json,51335068-3c9a-477d-92e4-3cd8472d9a08
greedy,200000000000000000000,1,199999700000000000000,30000,False,5,59999999999999992,155263157894736832,10000000000,200000000000000000000,greedy_b52ca166-211f-4b76-86d7-40bf8f35e7cc.json,b52ca166-211f-4b76-86d7-40bf8f35e7cc
uniform,2000000000000000000,5,9997000000000000000,150000,False,9,19999999999999996,260526315789473664,20000000000,10000000000000000000,uniform_b2f31ca2-2256-4b0d-973e-f5cefaed9b52.json,b2f31ca2-2256-4b0d-973e-f5cefaed9b52
optimized,50000000000000000000,1,49997000000000000000,30000,False,8,89999999999999984,207894736842105248,100000000000,50000000000000000000,optimized_ba5b8df1-cde2-4170-84fb-735d54cbd776.json,ba5b8df1-cde2-4170-84fb-735d54cbd776
optimized,10000000000000000000,1,9998500000000000000,30000,False,8,89999999999999984,76315789473684208,50000000000,10000000000000000000,optimized_d06699f4-fb28-4508-ac9d-8d7781238166.json,d06699f4-fb28-4508-ac9d-8d7781238166
uniform,20000000000000000000,5,99992500000000000000,150000,False,47,119999999999999984,50000000000000000,50000000000,100000000000000000000,uniform_15564270-3394-4a3d-998a-d3f3d920711e.json,15564270-3394-4a3d-998a-d3f3d920711e
optimized,200000000000000000000,1,199999400000000000000,30000,False,12,129999999999999984,260526315789473664,20000000000,200000000000000000000,optimized_3aa8b615-948e-4122-9c52-46d706ff5602.json,3aa8b615-948e-4122-9c52-46d706ff5602
uniform,40000000000000000000,5,199998500000000000000,150000,False,50,129999999999999984,76315789473684208,10000000000,200000000000000000000,uniform_d4ad0195-5192-4e67-9eed-fddfcec002a0.json,d4ad0195-5192-4e67-9eed-fddfcec002a0
uniform,2000000000000000000,5,9998500000000000000,150000,False,14,30000000000000000,286842105263157888,10000000000,10000000000000000000,uniform_b09d7de9-c7f8-4962-b733-02eb9d3e2fc5.json,b09d7de9-c7f8-4962-b733-02eb9d3e2fc5
optimized,200000000000000000000,1,199997000000000000000,30000,False,1,19999999999999996,89473684210526320,100000000000,200000000000000000000,optimized_bde5f637-e054-43d1-ba7f-6df934aa8698.json,bde5f637-e054-43d1-ba7f-6df934aa8698
greedy,200000000000000000000,1,199994000000000000000,30000,False,3,30000000000000000,300000000000000000,200000000000,200000000000000000000,greedy_3cf14734-8d10-4431-a0cc-2ca98411705c.json,3cf14734-8d10-4431-a0cc-2ca98411705c
optimized,200000000000000000000,1,199999400000000000000,30000,False,3,30000000000000000,155263157894736832,20000000000,200000000000000000000,optimized_977b7250-273a-4ed9-a8b8-57e5eed30396.json,977b7250-273a-4ed9-a8b8-57e5eed30396
optimized,200000000000000000000,1,199994000000000000000,30000,False,12,129999999999999984,50000000000000000,200000000000,200000000000000000000,optimized_0e7ca021-7c35-4538-a3fb-19a7fc2f2904.json,0e7ca021-7c35-4538-a3fb-19a7fc2f2904
optimized,200000000000000000000,1,199997000000000000000,30000,False,1,19999999999999996,155263157894736832,100000000000,200000000000000000000,optimized_5957cc6c-1ad1-4261-a59c-e3418c683e04.json,5957cc6c-1ad1-4261-a59c-e3418c683e04
greedy,200000000000000000000,1,199997000000000000000,30000,False,7,79999999999999984,273684210526315744,100000000000,200000000000000000000,greedy_50e64066-7fa4-4c61-803e-2f706b506438.json,50e64066-7fa4-4c61-803e-2f706b506438
optimized,200000000000000000000,1,199994000000000000000,30000,False,15,150000000000000000,286842105263157888,200000000000,200000000000000000000,optimized_2202a07e-d01a-4b95-b829-053ec264f13f.json,2202a07e-d01a-4b95-b829-053ec264f13f
greedy,50000000000000000000,1,49994000000000000000,30000,False,11,119999999999999984,273684210526315744,200000000000,50000000000000000000,greedy_d81814d5-9ec0-4186-95c3-ae0453650c9f.json,d81814d5-9ec0-4186-95c3-ae0453650c9f
greedy,10000000000000000000,1,9999400000000000000,30000,False,12,129999999999999984,286842105263157888,20000000000,10000000000000000000,greedy_9aec802f-08bc-439e-9040-f943b10526f7.json,9aec802f-08bc-439e-9040-f943b10526f7
uniform,10000000000000000000,5,49970000000000000000,150000,False,26,59999999999999992,168421052631578944,200000000000,50000000000000000000,uniform_ef46df87-7782-4045-8779-63f6f2d24a31.json,ef46df87-7782-4045-8779-63f6f2d24a31
greedy,200000000000000000000,1,199998500000000000000,30000,False,12,129999999999999984,221052631578947328,50000000000,200000000000000000000,greedy_9c6e7114-e9dd-4a7a-9354-a1f7abe8354d.json,9c6e7114-e9dd-4a7a-9354-a1f7abe8354d
uniform,10000000000000000000,5,49998500000000000000,150000,False,52,139999999999999984,155263157894736832,10000000000,50000000000000000000,uniform_5d6c307a-6f16-45dd-bd5c-f598b377af3a.json,5d6c307a-6f16-45dd-bd5c-f598b377af3a
optimized,200000000000000000000,1,199998500000000000000,30000,False,15,150000000000000000,50000000000000000,50000000000,200000000000000000000,optimized_992e4e8f-77a8-4603-8c4a-3e323659c1f1.json,992e4e8f-77a8-4603-8c4a-3e323659c1f1
optimized,100000000000000000000,1,99997000000000000000,30000,False,7,79999999999999984,247368421052631584,100000000000,100000000000000000000,optimized_2341977b-6ca2-4276-95e3-d98ab59e1253.json,2341977b-6ca2-4276-95e3-d98ab59e1253
uniform,10000000000000000000,5,49985000000000000000,150000,False,18,39999999999999992,142105263157894736,100000000000,50000000000000000000,uniform_52c0bde2-614e-4905-9aa6-803528e95be0.json,52c0bde2-614e-4905-9aa6-803528e95be0
uniform,40000000000000000000,5,199985000000000000000,150000,False,34,79999999999999984,76315789473684208,100000000000,200000000000000000000,uniform_695135f7-460e-495d-b139-13214eff146d.json,695135f7-460e-495d-b139-13214eff146d
uniform,40000000000000000000,5,199992500000000000000,150000,False,30,69999999999999992,181578947368421056,50000000000,200000000000000000000,uniform_8692d6bb-c4ee-4121-8a56-f92aa6757c0b.json,8692d6bb-c4ee-4121-8a56-f92aa6757c0b
optimized,10000000000000000000,1,9998500000000000000,30000,False,10,109999999999999968,234210526315789472,50000000000,10000000000000000000,optimized_8bcb77bc-0be0-4988-ae29-7a8dce75284f.json,8bcb77bc-0be0-4988-ae29-7a8dce75284f
greedy,100000000000000000000,1,99999400000000000000,30000,False,11,119999999999999984,194736842105263168,20000000000,100000000000000000000,greedy_c1121440-4976-4acb-86a4-0411bb8a8c11.json,c1121440-4976-4acb-86a4-0411bb8a8c11
optimized,200000000000000000000,1,199998500000000000000,30000,False,10,109999999999999968,115789473684210528,50000000000,200000000000000000000,optimized_791f719b-8dfc-4385-80f9-abcc94a51d1d.json,791f719b-8dfc-4385-80f9-abcc94a51d1d
uniform,10000000000000000000,5,49997000000000000000,150000,False,9,19999999999999996,260526315789473664,20000000000,50000000000000000000,uniform_2394cf88-6a0f-4695-aace-e3ed81ab8327.json,2394cf88-6a0f-4695-aace-e3ed81ab8327
uniform,10000000000000000000,5,49997000000000000000,150000,False,18,39999999999999992,273684210526315744,20000000000,50000000000000000000,uniform_a25e661c-cef5-4da5-beae-e0fecc8cdddb.json,a25e661c-cef5-4da5-beae-e0fecc8cdddb
greedy,200000000000000000000,1,199999700000000000000,30000,False,8,89999999999999984,273684210526315744,10000000000,200000000000000000000,greedy_f525a63f-c6ba-4ff8-99c2-f08cf67074e7.json,f525a63f-c6ba-4ff8-99c2-f08cf67074e7
greedy,50000000000000000000,1,49994000000000000000,30000,False,15,150000000000000000,181578947368421056,200000000000,50000000000000000000,greedy_e9db0bf8-b46b-4bb6-8b6d-36558b4b8682.json,e9db0bf8-b46b-4bb6-8b6d-36558b4b8682
greedy,100000000000000000000,1,99994000000000000000,30000,False,12,129999999999999984,102631578947368416,200000000000,100000000000000000000,greedy_5692ed3c-5814-4304-8555-48986900be69.json,5692ed3c-5814-4304-8555-48986900be69
uniform,10000000000000000000,5,49992500000000000000,150000,False,22,49999999999999992,194736842105263168,50000000000,50000000000000000000,uniform_31d589f5-5560-41c3-a953-f72f81052d82.json,31d589f5-5560-41c3-a953-f72f81052d82
optimized,100000000000000000000,1,99999700000000000000,30000,False,8,89999999999999984,168421052631578944,10000000000,100000000000000000000,optimized_ecdb8f36-54b7-4bd4-bbad-c02e68de4981.json,ecdb8f36-54b7-4bd4-bbad-c02e68de4981
greedy,200000000000000000000,1,199999400000000000000,30000,False,7,79999999999999984,89473684210526320,20000000000,200000000000000000000,greedy_515d9f1a-c534-47ff-83eb-d857e9827622.json,515d9f1a-c534-47ff-83eb-d857e9827622
greedy,100000000000000000000,1,99998500000000000000,30000,False,9,99999999999999984,300000000000000000,50000000000,100000000000000000000,greedy_d26949e8-5dea-437d-9fcc-6c5c74c52d7f.json,d26949e8-5dea-437d-9fcc-6c5c74c52d7f
uniform,40000000000000000000,5,199985000000000000000,150000,False,18,39999999999999992,115789473684210528,100000000000,200000000000000000000,uniform_fb13bd09-d04a-42fe-8fb6-84bf4c3b13c4.json,fb13bd09-d04a-42fe-8fb6-84bf4c3b13c4
greedy,50000000000000000000,1,49998500000000000000,30000,False,3,30000000000000000,89473684210526320,50000000000,50000000000000000000,greedy_903803fb-6902-46a1-8252-0c1832e29aaa.json,903803fb-6902-46a1-8252-0c1832e29aaa
greedy,100000000000000000000,1,99994000000000000000,30000,False,1,10000000000000000,234210526315789472,200000000000,100000000000000000000,greedy_940cf16f-175c-40a1-8bc3-18acd5a5eac5.json,940cf16f-175c-40a1-8bc3-18acd5a5eac5
optimized,50000000000000000000,1,49997000000000000000,30000,False,12,129999999999999984,168421052631578944,100000000000,50000000000000000000,optimized_4853e7a5-1b73-4a8e-9a4b-edc301b1bdea.json,4853e7a5-1b73-4a8e-9a4b-edc301b1bdea
greedy,200000000000000000000,1,199999400000000000000,30000,False,7,79999999999999984,247368421052631584,20000000000,200000000000000000000,greedy_906d5d82-ce80-492b-a562-6acc61ff4b05.json,906d5d82-ce80-492b-a562-6acc61ff4b05
greedy,100000000000000000000,1,99999700000000000000,30000,False,6,69999999999999992,194736842105263168,10000000000,100000000000000000000,greedy_b7e1f606-77a6-4419-8f2c-9366e7732d20.json,b7e1f606-77a6-4419-8f2c-9366e7732d20
uniform,10000000000000000000,5,49998500000000000000,150000,False,9,19999999999999996,155263157894736832,10000000000,50000000000000000000,uniform_a9d5cc3b-de4a-4159-8380-9c4e32c82949.json,a9d5cc3b-de4a-4159-8380-9c4e32c82949
uniform,40000000000000000000,5,199998500000000000000,150000,False,34,79999999999999984,102631578947368416,10000000000,200000000000000000000,uniform_bb3f2d07-e03b-452e-ba98-748d0f8a2f21.json,bb3f2d07-e03b-452e-ba98-748d0f8a2f21
uniform,2000000000000000000,5,9985000000000000000,150000,False,52,139999999999999984,273684210526315744,100000000000,10000000000000000000,uniform_b4e080c0-fa34-40bc-9d0c-c9440589b41e.json,b4e080c0-fa34-40bc-9d0c-c9440589b41e
optimized,100000000000000000000,1,99994000000000000000,30000,False,12,129999999999999984,273684210526315744,200000000000,100000000000000000000,optimized_b6467482-d44e-422f-aa4a-f894f86334dd.json,b6467482-d44e-422f-aa4a-f894f86334dd
optimized,200000000000000000000,1,199999700000000000000,30000,False,5,59999999999999992,142105263157894736,10000000000,200000000000000000000,optimized_e00d855e-b417-4822-89f9-a59989846bfe.json,e00d855e-b417-4822-89f9-a59989846bfe
optimized,100000000000000000000,1,99999400000000000000,30000,False,13,139999999999999984,115789473684210528,20000000000,100000000000000000000,optimized_687ab18d-6f13-4e27-bba2-14bc2495a6c6.json,687ab18d-6f13-4e27-bba2-14bc2495a6c6
optimized,200000000000000000000,1,199999700000000000000,30000,False,3,39999999999999992,115789473684210528,10000000000,200000000000000000000,optimized_af2dbdb4-fbd4-4d83-b06a-245f394d9fc9.json,af2dbdb4-fbd4-4d83-b06a-245f394d9fc9
greedy,50000000000000000000,1,49999700000000000000,30000,False,1,10000000000000000,260526315789473664,10000000000,50000000000000000000,greedy_2675cf20-38f9-4052-b31f-ed39a15516b2.json,2675cf20-38f9-4052-b31f-ed39a15516b2
greedy,100000000000000000000,1,99999400000000000000,30000,False,11,119999999999999984,168421052631578944,20000000000,100000000000000000000,greedy_f33b91a1-14e8-4b15-9b35-f73e24bb6fca.json,f33b91a1-14e8-4b15-9b35-f73e24bb6fca
uniform,2000000000000000000,5,9970000000000000000,150000,False,44,109999999999999968,221052631578947328,200000000000,10000000000000000000,uniform_fbb3bf5a-95d7-4c5b-9c18-050f90cb8f0b.json,fbb3bf5a-95d7-4c5b-9c18-050f90cb8f0b
uniform,40000000000000000000,5,199985000000000000000,150000,False,40,99999999999999984,181578947368421056,100000000000,200000000000000000000,uniform_6fac8720-063c-4533-bac9-79bf44dad83f.json,6fac8720-063c-4533-bac9-79bf44dad83f
optimized,50000000000000000000,1,49999400000000000000,30000,False,3,30000000000000000,168421052631578944,20000000000,50000000000000000000,optimized_7b125e7e-2553-43a2-875a-5d1488530f26.json,7b125e7e-2553-43a2-875a-5d1488530f26
uniform,10000000000000000000,5,49985000000000000000,150000,False,55,150000000000000000,50000000000000000,100000000000,50000000000000000000,uniform_daae33c2-88d8-4995-9acd-f7d3801e09db.json,daae33c2-88d8-4995-9acd-f7d3801e09db
optimized,200000000000000000000,1,199998500000000000000,30000,False,8,89999999999999984,273684210526315744,50000000000,200000000000000000000,optimized_5a1bd43f-3ed5-46b3-9f10-13b85c2fde40.json,5a1bd43f-3ed5-46b3-9f10-13b85c2fde40
uniform,2000000000000000000,5,9970000000000000000,150000,False,37,89999999999999984,115789473684210528,200000000000,10000000000000000000,uniform_02fff084-1a81-4158-83c5-c35130e7b7fc.json,02fff084-1a81-4158-83c5-c35130e7b7fc
optimized,200000000000000000000,1,199998500000000000000,30000,False,7,79999999999999984,207894736842105248,50000000000,200000000000000000000,optimized_0dc25225-90fd-4bee-bc9f-27020795c2c5.json,0dc25225-90fd-4bee-bc9f-27020795c2c5
uniform,40000000000000000000,5,199992500000000000000,150000,False,4,10000000000000000,181578947368421056,50000000000,200000000000000000000,uniform_2e85f435-4079-45d0-8a18-71bed3bc68d3.json,2e85f435-4079-45d0-8a18-71bed3bc68d3
greedy,50000000000000000000,1,49998500000000000000,30000,False,10,109999999999999968,155263157894736832,50000000000,50000000000000000000,greedy_1bd3134b-cd32-44e3-a63f-eecab5eb3f01.json,1bd3134b-cd32-44e3-a63f-eecab5eb3f01
optimized,200000000000000000000,1,199998500000000000000,30000,False,6,69999999999999992,128947368421052640,50000000000,200000000000000000000,optimized_f6c66fe6-a8d0-4f80-a6a3-185034d73a52.json,f6c66fe6-a8d0-4f80-a6a3-185034d73a52
uniform,40000000000000000000,5,199997000000000000000,150000,False,22,49999999999999992,194736842105263168,20000000000,200000000000000000000,uniform_90b78543-894d-4c3b-bf12-9ec6efe21ace.json,90b78543-894d-4c3b-bf12-9ec6efe21ace
greedy,200000000000000000000,1,199994000000000000000,30000,False,10,109999999999999968,102631578947368416,200000000000,200000000000000000000,greedy_cc04c3b7-5415-452a-b988-79fc1d93831d.json,cc04c3b7-5415-452a-b988-79fc1d93831d
optimized,10000000000000000000,1,9999700000000000000,30000,False,13,139999999999999984,168421052631578944,10000000000,10000000000000000000,optimized_f44cdbfe-5205-4ec7-915c-7c09422e3e6e.json,f44cdbfe-5205-4ec7-915c-7c09422e3e6e
uniform,20000000000000000000,5,99985000000000000000,150000,False,30,69999999999999992,273684210526315744,100000000000,100000000000000000000,uniform_e207ba18-4534-49da-aa68-de26c00220d1.json,e207ba18-4534-49da-aa68-de26c00220d1
greedy,200000000000000000000,1,199994000000000000000,30000,False,6,69999999999999992,260526315789473664,200000000000,200000000000000000000,greedy_d6dd794a-f960-4156-82e7-cb214d72ab63.json,d6dd794a-f960-4156-82e7-cb214d72ab63
uniform,10000000000000000000,5,49970000000000000000,150000,False,44,109999999999999968,234210526315789472,200000000000,50000000000000000000,uniform_c3a9f1fc-7109-4cf9-a635-60e9f60008e1.json,c3a9f1fc-7109-4cf9-a635-60e9f60008e1
uniform,40000000000000000000,5,199997000000000000000,150000,False,4,10000000000000000,128947368421052640,20000000000,200000000000000000000,uniform_3c53647f-1c1f-4299-a837-02a8dc00bcf1.json,3c53647f-1c1f-4299-a837-02a8dc00bcf1
optimized,200000000000000000000,1,199997000000000000000,30000,False,13,139999999999999984,89473684210526320,100000000000,200000000000000000000,optimized_87eadee6-f511-42a5-9ab5-fad38c842c2c.json,87eadee6-f511-42a5-9ab5-fad38c842c2c
optimized,10000000000000000000,1,9999400000000000000,30000,False,4,49999999999999992,234210526315789472,20000000000,10000000000000000000,optimized_3b6cfff3-139a-4289-ab86-53b347f1ab44.json,3b6cfff3-139a-4289-ab86-53b347f1ab44
greedy,10000000000000000000,1,9999400000000000000,30000,False,10,109999999999999968,89473684210526320,20000000000,10000000000000000000,greedy_947764f0-10b8-4ab4-93c8-1a0a5dcd127a.json,947764f0-10b8-4ab4-93c8-1a0a5dcd127a
greedy,50000000000000000000,1,49999400000000000000,30000,False,13,139999999999999984,273684210526315744,20000000000,50000000000000000000,greedy_67606e9c-a518-4ddc-8538-379e39957e0a.json,67606e9c-a518-4ddc-8538-379e39957e0a
uniform,40000000000000000000,5,199970000000000000000,150000,False,50,129999999999999984,128947368421052640,200000000000,200000000000000000000,uniform_c29170ae-ec08-429e-a83d-6221a58c9bc0.json,c29170ae-ec08-429e-a83d-6221a58c9bc0
uniform,10000000000000000000,5,49998500000000000000,150000,False,4,10000000000000000,89473684210526320,10000000000,50000000000000000000,uniform_dd73586c-5d85-418d-b0d4-b021132fc1bc.json,dd73586c-5d85-418d-b0d4-b021132fc1bc
optimized,50000000000000000000,1,49997000000000000000,30000,False,1,19999999999999996,76315789473684208,100000000000,50000000000000000000,optimized_fd0014bb-ef9d-4522-8d59-f8fd9206ed00.json,fd0014bb-ef9d-4522-8d59-f8fd9206ed00
uniform,10000000000000000000,5,49992500000000000000,150000,False,40,99999999999999984,247368421052631584,50000000000,50000000000000000000,uniform_c7a15581-44b9-481d-8299-eb7ad0fda85f.json,c7a15581-44b9-481d-8299-eb7ad0fda85f
optimized,100000000000000000000,1,99998500000000000000,30000,False,10,109999999999999968,76315789473684208,50000000000,100000000000000000000,optimized_0c7232f0-9674-46a4-960a-08535a751784.json,0c7232f0-9674-46a4-960a-08535a751784
uniform,10000000000000000000,5,49992500000000000000,150000,False,47,119999999999999984,128947368421052640,50000000000,50000000000000000000,uniform_9e44b3d6-7903-4621-961f-4d115f3695ce.json,9e44b3d6-7903-4621-961f-4d115f3695ce
greedy,50000000000000000000,1,49998500000000000000,30000,False,1,19999999999999996,181578947368421056,50000000000,50000000000000000000,greedy_b176bca0-ee3a-4d73-bba5-6513e5c3549e.json,b176bca0-ee3a-4d73-bba5-6513e5c3549e
uniform,2000000000000000000,5,9992500000000000000,150000,False,44,109999999999999968,89473684210526320,50000000000,10000000000000000000,uniform_00ec9db2-7aa8-4ab3-aa42-5206b7bc3421.json,00ec9db2-7aa8-4ab3-aa42-5206b7bc3421
optimized,10000000000000000000,1,9998500000000000000,30000,False,7,79999999999999984,89473684210526320,50000000000,10000000000000000000,optimized_ead8ff41-eec6-436e-84b2-5bc96c9a79cb.json,ead8ff41-eec6-436e-84b2-5bc96c9a79cb
optimized,200000000000000000000,1,199999700000000000000,30000,False,5,59999999999999992,128947368421052640,10000000000,200000000000000000000,optimized_081c6080-4427-40e8-8d75-8c1fc5fe79fe.json,081c6080-4427-40e8-8d75-8c1fc5fe79fe
optimized,200000000000000000000,1,199994000000000000000,30000,False,5,59999999999999992,102631578947368416,200000000000,200000000000000000000,optimized_6bd3af0b-2a48-4319-ac0f-e9a97edd3205.json,6bd3af0b-2a48-4319-ac0f-e9a97edd3205
uniform,10000000000000000000,5,49985000000000000000,150000,False,22,49999999999999992,76315789473684208,100000000000,50000000000000000000,uniform_22bb7dff-8216-44f4-959e-9db9f35eea86.json,22bb7dff-8216-44f4-959e-9db9f35eea86
uniform,2000000000000000000,5,9970000000000000000,150000,False,30,69999999999999992,260526315789473664,200000000000,10000000000000000000,uniform_6f357cf7-7b14-49e1-ad1e-268d97d4214b.json,6f357cf7-7b14-49e1-ad1e-268d97d4214b
greedy,100000000000000000000,1,99999700000000000000,30000,False,5,59999999999999992,142105263157894736,10000000000,100000000000000000000,greedy_705c27a0-93f5-486d-af72-98aa9e60d029.json,705c27a0-93f5-486d-af72-98aa9e60d029
optimized,10000000000000000000,1,9994000000000000000,30000,False,13,139999999999999984,247368421052631584,200000000000,10000000000000000000,optimized_5f5435d7-a8ae-4d48-a84f-c0531db54c95.json,5f5435d7-a8ae-4d48-a84f-c0531db54c95
uniform,20000000000000000000,5,99992500000000000000,150000,False,55,150000000000000000,260526315789473664,50000000000,100000000000000000000,uniform_dabe4553-e965-453f-b7b0-bd2343f609d4.json,dabe4553-e965-453f-b7b0-bd2343f609d4
optimized,200000000000000000000,1,199999400000000000000,30000,False,6,69999999999999992,300000000000000000,20000000000,200000000000000000000,optimized_2d76c68e-0b87-4cb7-ba2c-23d5052e224f.json,2d76c68e-0b87-4cb7-ba2c-23d5052e224f
uniform,2000000000000000000,5,9970000000000000000,150000,False,22,49999999999999992,247368421052631584,200000000000,10000000000000000000,uniform_3503a992-66c5-4646-919c-f0ac01942afc.json,3503a992-66c5-4646-919c-f0ac01942afc
uniform,2000000000000000000,5,9992500000000000000,150000,False,47,119999999999999984,221052631578947328,50000000000,10000000000000000000,uniform_4c4715d5-a923-4a4b-8e6d-5d7486c83441.json,4c4715d5-a923-4a4b-8e6d-5d7486c83441
greedy,200000000000000000000,1,199998500000000000000,30000,False,9,99999999999999984,234210526315789472,50000000000,200000000000000000000,greedy_1e9cf6db-4e8d-4738-afa0-6d022e2eb115.json,1e9cf6db-4e8d-4738-afa0-6d022e2eb115
optimized,50000000000000000000,1,49999400000000000000,30000,False,3,30000000000000000,128947368421052640,20000000000,50000000000000000000,optimized_4662c440-beae-46fe-9114-dbb4dc2948c3.json,4662c440-beae-46fe-9114-dbb4dc2948c3
uniform,2000000000000000000,5,9997000000000000000,150000,False,37,89999999999999984,168421052631578944,20000000000,10000000000000000000,uniform_19f94b73-12e1-4e68-b64c-59e02e049585.json,19f94b73-12e1-4e68-b64c-59e02e049585
greedy,10000000000000000000,1,9998500000000000000,30000,False,13,139999999999999984,102631578947368416,50000000000,10000000000000000000,greedy_b04055c8-8cae-432a-9b2b-aba2214264d7.json,b04055c8-8cae-432a-9b2b-aba2214264d7
greedy,100000000000000000000,1,99994000000000000000,30000,False,6,69999999999999992,155263157894736832,200000000000,100000000000000000000,greedy_dcc16335-72cb-44ab-a6b4-5a3bbfbb95a4.json,dcc16335-72cb-44ab-a6b4-5a3bbfbb95a4
greedy,100000000000000000000,1,99998500000000000000,30000,False,3,39999999999999992,181578947368421056,50000000000,100000000000000000000,greedy_6db459fe-d2e5-4370-88c4-0b255dca4f39.json,6db459fe-d2e5-4370-88c4-0b255dca4f39
uniform,20000000000000000000,5,99992500000000000000,150000,False,47,119999999999999984,115789473684210528,50000000000,100000000000000000000,uniform_6ff7167f-2612-4fc2-9ca2-35c6b6e629fd.json,6ff7167f-2612-4fc2-9ca2-35c6b6e629fd
greedy,100000000000000000000,1,99998500000000000000,30000,False,8,89999999999999984,234210526315789472,50000000000,100000000000000000000,greedy_596d6519-6643-4af5-a5e1-19ae2197afd9.json,596d6519-6643-4af5-a5e1-19ae2197afd9
uniform,40000000000000000000,5,199985000000000000000,150000,False,18,39999999999999992,207894736842105248,100000000000,200000000000000000000,uniform_839a7321-9e19-43f9-8141-43928ff12727.json,839a7321-9e19-43f9-8141-43928ff12727
uniform,20000000000000000000,5,99998500000000000000,150000,False,55,150000000000000000,76315789473684208,10000000000,100000000000000000000,uniform_0002a1f1-67af-4ae0-ad19-d42fcf3dc567.json,0002a1f1-67af-4ae0-ad19-d42fcf3dc567
greedy,200000000000000000000,1,199999400000000000000,30000,False,9,99999999999999984,76315789473684208,20000000000,200000000000000000000,greedy_156d82bb-f0ac-4631-b210-e9c0798aab8c.json,156d82bb-f0ac-4631-b210-e9c0798aab8c
uniform,20000000000000000000,5,99997000000000000000,150000,False,34,79999999999999984,128947368421052640,20000000000,100000000000000000000,uniform_4c56bed0-895a-40f4-a04e-26999b626923.json,4c56bed0-895a-40f4-a04e-26999b626923
optimized,50000000000000000000,1,49998500000000000000,30000,False,6,69999999999999992,221052631578947328,50000000000,50000000000000000000,optimized_9a7042af-f853-4cfb-95cb-3326fe485bd5.json,9a7042af-f853-4cfb-95cb-3326fe485bd5
optimized,200000000000000000000,1,199999700000000000000,30000,False,1,19999999999999996,273684210526315744,10000000000,200000000000000000000,optimized_6f6330cd-2796-4145-b1e1-d98040150d5f.json,6f6330cd-2796-4145-b1e1-d98040150d5f
uniform,40000000000000000000,5,199998500000000000000,150000,False,14,30000000000000000,50000000000000000,10000000000,200000000000000000000,uniform_2678b19d-30a4-4ea3-968a-211327203f59.json,2678b19d-30a4-4ea3-968a-211327203f59
greedy,200000000000000000000,1,199997000000000000000,30000,False,9,99999999999999984,234210526315789472,100000000000,200000000000000000000,greedy_869dc699-acb9-495d-973d-44538db3d3bb.json,869dc699-acb9-495d-973d-44538db3d3bb
uniform,10000000000000000000,5,49998500000000000000,150000,False,22,49999999999999992,168421052631578944,10000000000,50000000000000000000,uniform_aa9da590-7976-48f8-8b5d-d2fea2a7c867.json,aa9da590-7976-48f8-8b5d-d2fea2a7c867
optimized,200000000000000000000,1,199998500000000000000,30000,False,11,119999999999999984,142105263157894736,50000000000,200000000000000000000,optimized_74827d59-2376-4e2e-b2d3-53a6cd975132.json,74827d59-2376-4e2e-b2d3-53a6cd975132
uniform,40000000000000000000,5,199998500000000000000,150000,False,18,39999999999999992,234210526315789472,10000000000,200000000000000000000,uniform_db70b79c-8f8a-4ad3-89a0-406852e0ad1b.json,db70b79c-8f8a-4ad3-89a0-406852e0ad1b
optimized,50000000000000000000,1,49999400000000000000,30000,False,3,39999999999999992,76315789473684208,20000000000,50000000000000000000,optimized_499b075f-82c5-45ec-8359-e5e640a6d4c0.json,499b075f-82c5-45ec-8359-e5e640a6d4c0
